监测时间,水质类别,水温（℃）,pH(无量纲),溶氧量(mg/L),电导率（μS/cm）,浊度（NTU）,高锰酸盐指数（mg/L）,氨氮（mg/L）,总磷（mg/L）,总氮（mg/L）,站点情况,id
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18,8.48,13.92,962.7,28.1,2.99,0.025,0.089,6.08,正常,1307
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,18.5,8.38,9.92,582.9,45.8,3.29,0.025,0.141,6.67,正常,1308
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,18.2,8.49,8.35,1290.7,15.4,4.45,0.025,0.067,1.64,正常,1309
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,20.3,8.57,10.08,1071,182.3,5.11,0.025,0.132,4.93,正常,1310
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,21.1,8.21,6.86,979.7,312.5,5.2,0.025,0.182,2.49,正常,1311
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,19.1,7.89,7.49,1538.5,24.9,4.44,0.081,0.085,0.85,正常,1312
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,21.2,8.09,10.06,537.4,83,2.19,0.025,0.039,3.46,正常,1313
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,23.2,8.26,22.94,2201.4,2.8,4.46,0.053,0.187,6.25,正常,1314
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,21.9,8.4,8.78,744.4,14.7,2.33,0.025,0.031,4.07,正常,1315
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,21.6,8.16,11.82,658.5,19.6,7.31,0.102,0.087,2.13,正常,1316
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,14.4,7.84,10.34,719.6,4.8,2.58,0.044,0.022,1.4,正常,1317
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,24.6,7.97,8.8,787.6,33.8,3.8,0.06,0.092,1.84,正常,1318
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,20,8.25,10.43,504.9,3.9,2.27,0.025,0.012,0.68,正常,1319
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.9,7.83,6.93,648.7,23.8,2.1,0.025,0.062,1.08,正常,1320
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,15.6,8.51,9.76,544.5,6.9,1.25,0.025,0.005,2.88,正常,1321
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18,8.24,7.01,1002.6,48.6,2.94,0.168,0.049,3.17,正常,1322
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18.2,8.56,19.71,681.9,6.8,2.7,0.025,0.016,4.4,正常,1323
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,21.4,8.13,10.56,511.2,22.6,0.57,0.025,0.025,3.61,正常,1324
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,22.5,8.7,10.54,2306.3,27.5,4.16,0.025,0.048,14.9,正常,1325
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,24,8.37,9.91,1545.3,86.1,7.79,0.025,0.133,6.14,正常,1326
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,23,8.46,12.18,944.3,45.8,5.37,0.025,0.048,0.62,正常,1327
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,28.1,8.25,9.43,1056.9,28.4,2.26,0.025,0.021,2.13,正常,1328
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,23.7,8.32,7.04,2240,100.4,4.76,0.069,0.14,4.86,正常,1329
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,24,8.75,24.02,753.5,12.2,1.43,0.025,0.017,2.49,正常,1330
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,25.1,8.4,26.41,2008.4,27.3,6.03,0.025,0.122,3.16,正常,1331
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,19.8,8.08,8.5,993.4,18.5,2.64,0.025,0.026,5.25,正常,1332
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.2,7.94,6.53,750,10.5,1.7,0.025,0.074,5.26,正常,1333
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,22.5,8.04,6.7,959.1,154.1,3.74,0.157,0.228,6.33,正常,1334
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,19.7,8.39,15.11,629,12.1,1.33,0.025,0.044,4.3,正常,1335
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,17,8.24,12.3,478,5.1,0.96,0.025,0.005,3.94,正常,1336
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,19.2,8.58,9.12,953.9,14.4,1.61,0.025,0.036,2.48,正常,1337
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,25.3,8.31,11.45,1510.2,23.1,4.52,0.025,0.072,3.72,正常,1338
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,23.3,8.85,23.43,1290.5,18,2.63,0.157,0.034,3.19,正常,1339
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,19,8.25,9.82,592.4,44,1.66,0.025,0.074,4.29,正常,1340
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,24.1,8.55,10.3,477.2,16.1,1.65,0.027,0.005,3.89,正常,1341
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,27.3,8.84,15.35,1199.6,5.6,3.68,0.025,0.051,1.43,正常,1342
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,21.7,9.04,11.52,742.2,41.7,2.85,0.025,0.031,1.69,正常,1343
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,22.8,8.81,12.33,1078.2,15.2,3.13,0.025,0.092,5.74,正常,1344
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,24.7,8.57,9.23,829.8,6.4,3.08,0.025,0.005,5.57,正常,1345
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,17.9,8.33,9.3,659.3,22.4,1.58,0.025,0.005,2.26,正常,1346
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,23.2,8.54,14.2,1245.5,38.4,4.34,0.716,0.114,4.28,正常,1347
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18,8.34,8.67,902.7,398.3,2.48,0.025,0.011,1.58,正常,1348
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18.4,8.29,9.71,978.9,239.4,2.24,0.025,0.011,1.92,正常,1349
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,20.5,8.47,9.63,1912.6,68.1,8.46,0.058,0.185,5.71,正常,1350
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,20.3,8.44,9.07,940.9,219.7,2.4,0.025,0.046,1.53,正常,1351
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,12.4,8.04,11.06,293,18.7,8.33,0.027,0.071,1,正常,1352
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅴ,13.6,8.15,11.01,301.8,40.6,10.97,0.079,0.136,1.25,正常,1353
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,15.7,7.95,8.61,392,13.3,17.07,0.025,0.057,1.25,正常,1354
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅴ,8.8,8.95,11.09,1208,6.9,6.16,0.1,0.15,0.82,正常,1355
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,19.6,8.58,9.71,966.6,125.8,1.73,0.025,0.029,1.88,正常,1356
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,19.9,8.83,10.76,,16.8,7.15,0.025,0.03,0.9,维护,1357
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18.5,8.57,8.95,710.8,144.4,1.75,0.025,0.033,1.8,正常,1358
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,18.4,8.95,11.3,2040.1,2.3,6.84,0.025,0.027,0.68,正常,1359
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,19.4,8.54,10.49,745.3,13.2,1.62,0.025,0.009,5.56,正常,1360
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,12.2,8.5,15.3,170.2,2.9,4.25,0.025,0.037,0.49,正常,1361
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,12.4,7.5,11.33,299.8,64.5,1.97,0.025,0.023,2.58,正常,1362
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,16.4,8.48,15.28,174.2,50.5,3.75,0.025,0.02,1.42,正常,1363
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,19,8.25,5.04,835.4,64.7,8.76,0.108,0.154,3.36,正常,1364
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,19.2,7.32,8.09,794.8,6.9,4.7,0.253,0.128,5.21,正常,1365
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18.5,8.27,7.92,620.7,18.4,3.21,0.025,0.084,2.62,正常,1366
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,19.9,8.14,9.35,781.2,4.8,3.32,0.083,0.041,3.28,正常,1367
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,20.1,7.53,8.81,20,380.2,4.5,0.044,0.005,5,正常,1368
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.6,8.37,10.38,294.6,40.6,2.46,0.063,0.062,2.61,正常,1369
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,15.8,8.69,10.75,303,77.8,5.47,0.025,0.081,2.16,正常,1370
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18.7,7.77,14.03,542.8,0.9,2.96,0.095,0.029,0.51,正常,1371
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,20.2,8.94,10.05,255.5,2.2,1.49,0.025,0.021,0.93,正常,1372
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,20.8,8.5,9.43,471.2,5.7,4.04,0.102,0.092,1.62,正常,1373
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,21.5,8.5,11.65,517.1,14.3,3.99,0.025,0.035,2.28,正常,1374
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,19.4,8.29,7.7,679,4.2,2.34,0.089,0.044,2,正常,1375
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,22,7.77,8.92,22.5,,2.03,0.025,0.013,1.78,维护,1376
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,21.2,9.09,6.11,223.6,6.5,2.73,0.033,0.037,0.91,正常,1377
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,23.7,8.96,10.68,648.1,17.7,6.79,0.037,0.133,3.14,正常,1378
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.2,8.58,8.08,459.4,84.6,2.48,0.217,0.089,4.04,正常,1379
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,19,8.59,14.46,276.3,3,1.48,0.028,0.022,1.63,正常,1380
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,20,8.75,4.65,639.5,9.6,2.82,0.035,0.076,2.93,正常,1381
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,18.4,8.49,12.26,367.4,3.1,1.03,0.025,0.012,2.62,正常,1382
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.4,7.79,7.76,413.6,111.2,1.92,0.175,0.075,3.96,正常,1383
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,13.8,8.13,12.52,253.5,3,2.2,0.025,0.016,2.67,正常,1384
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,21.9,8.66,14.9,510.8,19.2,2.74,0.153,0.059,3.5,正常,1385
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,15.9,7.06,7.6,401.2,22,1.95,0.046,0.047,3.8,正常,1386
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.8,8.63,10.77,233.3,6.6,2.25,0.055,0.031,2.54,正常,1387
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18,7.84,10.47,252.4,9.2,1.46,0.025,0.021,2.16,正常,1388
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,16.9,8.12,10.38,235.3,7.3,2.07,0.025,0.014,2.79,正常,1389
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,16.1,7.99,10.09,195.3,17.6,1.87,0.025,0.049,1.88,正常,1390
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,8.7,7.92,13.03,243.2,9.4,1.03,0.025,0.013,2.65,正常,1391
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,12.2,8.21,10.44,243.5,17.5,1.54,0.025,0.032,2.68,正常,1392
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,12.7,8.01,8.95,277.4,3.8,1.9,0.025,0.012,2.66,正常,1393
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,17.3,8.37,9.43,127.1,17.8,0.92,0.025,0.017,3.45,正常,1394
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,11.4,7.44,7.09,163.7,3.2,1.55,0.025,0.014,2.09,正常,1395
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.8,8.2,9.16,192.8,5.7,1.43,0.037,0.024,2.11,正常,1396
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,18.5,7.4,11.04,342.5,1.5,0.75,0.027,0.009,2.67,正常,1397
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,15.9,8.09,10.14,696,15.4,1.99,0.025,0.026,2.74,正常,1398
Sat May 11 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,16.8,8.41,8.44,826.8,32.2,3.63,0.03,0.089,4.56,正常,1399
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,23.5,8.06,9.14,424.3,7.3,1.84,0.041,0.038,3.03,正常,1400
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,23.7,8.88,10.1,1048.2,6.2,2.93,0.025,0.026,2.03,正常,1401
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,24.5,7.38,10.21,770,13.1,5.44,0.073,0.065,4.16,正常,1402
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,23.9,8.17,9.89,844.4,2.9,4.45,0.049,0.073,6.3,正常,1403
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,23.4,7.84,10.38,1205.1,48.8,3.83,0.038,0.065,9.53,正常,1404
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,23.4,8.32,9.9,1073.4,66.6,4.4,0.046,0.045,1.81,正常,1405
,,,,,,,,,,,不具备运行条件,1406
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,23.4,7.65,9.59,425.1,12.1,2.48,0.062,0.037,3.67,正常,1407
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,24.3,7.86,8.57,967.3,16.3,5.64,0.025,0.068,3.16,正常,1408
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,24.2,7.68,8.39,1230.3,62.7,4.02,0.173,0.042,6.46,正常,1409
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,25.5,9.71,18.79,1086,12.9,6.62,0.05,0.403,3.06,正常,1410
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,27.9,8.62,13.57,1171.9,20,4.79,0.147,0.179,4.92,正常,1411
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,22.5,8.55,9.92,426.2,7.6,2.64,0.025,0.005,0.98,正常,1412
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,23.4,8.17,8.82,690.6,31.3,5.82,0.5,0.16,3.43,正常,1413
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18.9,8.55,10.89,435.9,3.9,2.46,0.025,0.005,1.24,正常,1414
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,19.6,8.37,10.77,465.6,7,1.59,0.025,0.005,2.81,正常,1415
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,21.3,8.18,13.2,542.8,3.7,0.82,0.025,0.005,3.47,正常,1416
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,21.8,8.54,18.84,580.8,14.7,3.29,0.025,0.04,1.86,正常,1417
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,16.1,8.3,10.78,580.7,49.2,1.29,0.025,0.055,10.55,正常,1418
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,22.6,8.01,7.13,651,12.8,3.42,0.049,0.054,0.92,正常,1419
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,24.3,8.6,14.16,779.2,7.2,3.44,0.033,0.037,1.14,正常,1420
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,24.7,8.75,20.56,1005.5,10.6,3.56,0.033,0.072,1.04,正常,1421
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,23.6,8.8,16.63,757.2,7.3,3.3,0.059,0.047,1.1,正常,1422
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,23.6,8.26,8.51,285.7,1,1.61,0.025,0.005,1.1,正常,1423
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,23.1,8.94,20.74,2536.6,13.1,4.37,0.043,0.092,1.51,正常,1424
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,23.2,8.24,8.61,271.6,5.4,2,0.025,0.005,0.9,正常,1425
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,23.2,8.41,13.2,956.4,13.3,7,0.124,0.091,4.46,正常,1426
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,23.7,9.35,22.08,950.4,12.8,5.53,0.121,0.006,2.18,正常,1427
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,20.7,8.51,9.6,3844.3,31.2,6.25,0.149,0.105,4.77,正常,1428
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,24.2,9.6,19.33,24610.9,22.3,14.45,0.197,0.147,1.94,正常,1429
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,21.7,8.55,9.85,7094.2,224,7.65,0.025,0.137,1.54,正常,1430
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,24,8.18,11.48,36448.8,134,9.76,0.025,0.148,2.14,正常,1431
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,23.5,8.3,6.41,4034.3,48.6,7.87,0.025,0.11,1.41,正常,1432
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,23.8,8.36,9.45,2759.1,43.8,5.7,0.541,0.125,3.68,正常,1433
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,22.6,8.77,10.89,16436.4,42.8,18.81,0.343,0.329,3.26,正常,1434
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,20.2,8.49,15.13,1384.3,35.2,5.21,0.025,0.091,3.98,正常,1435
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,21.2,8.75,11.28,529.4,3.1,4.54,0.025,0.018,1.4,正常,1436
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,20.9,8.37,8.58,520,4.5,2.57,0.025,0.013,1.37,正常,1437
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,14.8,8.28,10.89,644.2,5.2,2.08,0.025,0.016,3.18,正常,1438
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,24.4,8.57,10.93,810.5,9.5,3.22,0.025,0.037,9.12,正常,1439
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,17.6,8.72,10.21,639.8,2.3,1.83,0.025,0.015,3,正常,1440
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),,,,,,,,,,,维护,1441
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,24.2,8.28,11.08,653,85.4,2.69,0.037,0.062,3.21,正常,1442
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,22.1,7.95,5.61,1093.8,56.4,0.87,0.028,0.04,4.09,正常,1443
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,23,8.27,10.96,949.9,22,1.38,0.17,0.036,7.04,正常,1444
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,23.3,8.5,11.1,368,12.2,1.72,0.025,0.01,1.79,正常,1445
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅴ,21.6,8.08,2.69,1315.7,14.1,6.15,0.098,0.175,,维护,1446
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18.1,8.72,11.68,597.3,0.9,2.31,0.025,0.01,3.44,正常,1447
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,26.1,9.14,16.06,657.9,11.4,3.11,0.031,0.043,1.03,正常,1448
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,23.8,9.45,4.96,1209.4,6,7.78,0.049,0.461,1.09,正常,1449
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,22.1,8.12,8.31,566.1,7,2.21,0.063,0.038,2.63,正常,1450
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,23.9,8.07,11.13,21938.6,1.9,2.96,0.034,0.031,1.48,正常,1451
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,22.9,9.44,19.89,819.1,18.1,3.55,0.032,0.03,2.65,正常,1452
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,22,8.48,10.67,462.3,1.1,0.94,0.025,0.013,2.07,正常,1453
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,21.4,8.96,18.39,692.9,10.6,3.78,0.025,0.02,0.92,正常,1454
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,25.5,8.47,10.98,749.3,18.9,3.74,0.14,0.074,1.51,正常,1455
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅴ,22.9,8.48,16.19,31762,19.3,13.33,0.563,0.074,2.27,正常,1456
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,23.1,9.33,13.6,3230.1,107.4,9.07,0.025,0.127,2.78,正常,1457
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,24.6,6.81,10.81,42861,7.6,4.91,0.883,0.005,1.55,正常,1458
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),,23.2,8.71,10.96,543.1,16.2,,,,,维护,1459
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,26.6,8.62,9.89,542.1,2.5,0.76,0.029,0.005,4.3,正常,1460
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,25,9.06,19.97,752.8,28,3.13,0.025,0.056,2.35,正常,1461
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,26,7.99,8.71,888.9,42.8,5.33,0.315,0.109,3.87,正常,1462
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,26.6,8.32,8.03,784.9,18.2,3.59,0.096,0.097,5.4,正常,1463
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,26.3,8.41,14.4,623.2,4,3,0.025,0.015,4.85,正常,1464
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,24.1,8.15,10.22,589.8,9,0.98,0.025,0.024,5.87,正常,1465
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,20.8,8.28,9.51,516.7,7,1.02,0.025,0.015,3.45,正常,1466
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,18.8,8.71,9.03,1207.7,59.2,4.31,0.025,0.067,4.63,正常,1467
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,20,8.44,8.77,1272.1,43.4,4.94,0.143,0.094,1.98,正常,1468
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,20.5,8.75,10.45,789.6,13.4,2.01,0.025,0.04,3.78,正常,1469
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,20.1,8.78,12.35,674.3,1.8,1.59,0.025,0.014,2.18,正常,1470
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,20.3,8.55,10.71,403.2,6.8,1.52,0.025,0.005,1.34,正常,1471
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,17.4,8.4,8.12,372.8,131.1,8.92,0.025,0.034,4.47,正常,1472
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,22.4,8.31,17.59,894.5,2.1,0.96,0.025,0.005,1.11,正常,1473
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,22.2,8.21,8.67,548.7,46.5,4.74,0.025,0.121,3.75,正常,1474
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,19.3,8.44,11.02,1337.9,5.1,1.54,0.025,0.016,1.33,正常,1475
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅴ,15.9,8.4,8.24,319.7,131.3,12.55,0.025,0.3,1.58,正常,1476
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,20.5,8.12,7.57,508.1,105,6.47,0.091,0.155,5.06,正常,1477
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,21.7,8.47,12.64,772.6,13.1,1.47,0.025,0.027,4.95,正常,1478
Sun May 12 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,18.1,8.41,17.56,654.5,1.9,1.51,0.025,0.005,4.25,正常,1479
